group_lei,group_name,org_name,org_country,decision,confidence,is_jv,share,status,valid_from,valid_to,evidence,source
,Nokia Oyj,NOKIA IRELAND LIMITED,IE,attach,0.9,false,,,,,Filiale Nokia — dénomination du groupe,nokia.com · registres nationaux
,Nokia Oyj,NOKIA UK LIMITED,GB,attach,0.9,false,,,,,Filiale Nokia — dénomination du groupe,nokia.com · registres nationaux
,Nokia Oyj,NOKIA SOLUTIONS AND NETWORKS PORTUGAL SA,PT,attach,0.9,false,,,,,Filiale Nokia — dénomination du groupe,nokia.com · registres nationaux
,Nokia Oyj,NOKIA R&D (UK) LIMITED,GB,attach,0.9,false,,,,,Filiale Nokia — dénomination du groupe,nokia.com · registres nationaux
,Nokia Oyj,NOKIA SOLUTIONS AND NETWORKS SP ZOO,PL,attach,0.9,false,,,,,Filiale Nokia — dénomination du groupe,nokia.com · registres nationaux
,Nokia Oyj,NOKIA SIEMENS NETWORKS TECHNOLOGIES ISRAEL 1990 LTD,IL,attach,0.8,false,,,,,"Ex-coentreprise Nokia Siemens Networks, intégrée à Nokia en 2013",nokia.com (historique NSN)
,Nokia Oyj,NOKIA SOLUTIONS AND NETWORKS UK LIMITED,GB,attach,0.9,false,,,,,Filiale Nokia — dénomination du groupe,nokia.com · registres nationaux
,Nokia Oyj,Nokia Bell Labs,US,attach,0.9,false,,,,,Filiale Nokia — dénomination du groupe,nokia.com · registres nationaux
,TELEFONICA SA,TELEFONICA INVESTIGACION Y DESARROLLO SA,ES,attach,0.95,false,,,,,Filiale Telefónica — dénomination du groupe,telefonica.com · registres nationaux
,TELEFONICA SA,TELEFONICA INNOVACION DIGITAL SL,ES,attach,0.95,false,,,,,Filiale Telefónica — dénomination du groupe,telefonica.com · registres nationaux
,TELEFONICA SA,TELEFONICA INVESTIGACION Y DESARROLLO SA UNIPERSONAL,ES,attach,0.95,false,,,,,Filiale Telefónica — dénomination du groupe,telefonica.com · registres nationaux
,TELEFONICA SA,TELEFONICA INNOVACION ALPHA SL,ES,attach,0.95,false,,,,,Filiale Telefónica — dénomination du groupe,telefonica.com · registres nationaux
,TELEFONICA SA,TELEFONICA DEL PERU SAA,PE,attach,0.95,false,,,,,Filiale Telefónica — dénomination du groupe,telefonica.com · registres nationaux
,TELEFONICA SA,TELEFONICA DIGITAL IDENTITY AND PRIVACY SL,ES,attach,0.95,false,,,,,Filiale Telefónica — dénomination du groupe,telefonica.com · registres nationaux
,TELEFONICA SA,TELEFONICA EDUCACIÓN DIGITAL SL,ES,attach,0.95,false,,,,,Filiale Telefónica — dénomination du groupe,telefonica.com · registres nationaux
,NORTHROP GRUMMAN CORPORATION,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY,",US,attach,0.9,false,,,,,Filiale Northrop Grumman — dénomination du groupe,northropgrumman.com
,NORTHROP GRUMMAN CORPORATION,Northrop Grumman Aerospace Systems,US,attach,0.9,false,,,,,Filiale Northrop Grumman — dénomination du groupe,northropgrumman.com
,ALSTOM,Alstom Rail SWEDEN AB,SE,attach,0.95,false,,,,,"Ex-Bombardier Transportation Suède, intégrée à Alstom en 2021",alstom.com
,ALSTOM,ALSTOM BELGIUM SA,BE,attach,0.9,false,,,,,Filiale Alstom Belgique (transport),alstom.com · registres belges
,ALSTOM,ALSTOM FERROVIARIA SPA,IT,attach,0.95,false,,,,,Filiale ferroviaire Alstom Italie,alstom.com
,ALSTOM,ALSTOM CRESPIN SAS,FR,attach,0.95,false,,,,,Site ferroviaire Alstom Crespin (ex-Bombardier),alstom.com
,ALSTOM,ALSTOM POLSKA SPOLKA AKCYJNA,PL,attach,0.9,false,,,,,Filiale Alstom Pologne (transport),alstom.com
,ALSTOM,ALSTOM TRANSPORT AUSTRIA GMBH,AT,attach,0.95,false,,,,,Filiale transport Alstom Autriche,alstom.com
,ALSTOM,ALSTOM ZWUS SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,PL,attach,0.9,false,,,,,Signalisation ferroviaire Alstom Pologne,alstom.com
,ALSTOM,ALSTOM TRANSPORT UK LIMITED,GB,attach,0.95,false,,,,,Filiale transport Alstom Royaume-Uni,alstom.com
,ORANGE,ORANGE POLSKA SPOLKA AKCYJNA,PL,attach,0.95,false,,,,,Filiale Orange Pologne (télécoms),orange.com
,ORANGE,ORANGE COUNTY HEALTH DEPARTMENT,US,refuse,,,,,,,Administration du comté d'Orange (Californie/Floride) — sans lien avec Orange SA,registre public US
,ORANGE,ORANGE QUANTUM SYSTEMS OPERATIONAL BV,NL,refuse,,,,,,,Start-up quantique de Delft sans lien avec Orange SA,orangeqs.com
,ORANGE,ORANGE CTY ASIAN/PACIFIC ISL CMTY ALLNCE,US,refuse,,,,,,,Association du comté d'Orange (US) — sans lien avec Orange SA,registre public US
,ORANGE,"ORANGE COUNTY BAR FOUNDATION, INC.",US,refuse,,,,,,,Fondation du barreau du comté d'Orange (US),registre public US
,ORANGE,ORANGE SERVICES SRL,RO,attach,0.85,false,,,,,Filiale services Orange Roumanie,orange.com
,ORANGE,"ORANGE SQUARE DESIGN, INC.",US,refuse,,,,,,,Studio de design américain sans lien avec Orange SA,registre public US
,ORANGE,ORANGE FIBER S.R.L.,IT,refuse,,,,,,,PME italienne (textile d'agrumes) sans lien avec Orange SA,orangefiber.it
,ORANGE,Orange Maker LLC,US,refuse,,,,,,,Société américaine d'impression 3D sans lien avec Orange SA,registre public US
,ORANGE,Orange Aerospace Group B.V.,NL,refuse,,,,,,,Aérospatial néerlandais sans lien avec Orange SA,registre néerlandais
,ORANGE,ORANGE FRANCE,FR,attach,0.95,false,,,,,Filiale Orange France,orange.com
,ORANGE,Orange County Water District,US,refuse,,,,,,,Régie des eaux du comté d'Orange (US),registre public US
,ORANGE,Orange County Coastkeeper,US,refuse,,,,,,,Association environnementale du comté d'Orange (US),registre public US
,ORANGE,Orange Coast College,US,refuse,,,,,,,Community college californien,registre public US
,ORANGE,Orange Quantum Systems Holding B.V.,NL,refuse,,,,,,,Holding de la start-up quantique de Delft,orangeqs.com
,ORANGE,ORANGE CONSULTING SAS,FR,attach,0.85,false,,,,,Filiale conseil du groupe Orange,orange.com
,ORANGE,ORANGE APPLICATIONS FOR BUSINESS,FR,attach,0.95,false,,,,,Filiale B2B du groupe Orange,orange.com
,ORANGE,ORANGE COUNTY COMMUNITY COLLEGE,US,refuse,,,,,,,Community college de l'État de New York,registre public US
,ORANGE,ORANGE COUNTY FIRE AUTHORITY,US,refuse,,,,,,,Pompiers du comté d'Orange (US),registre public US
,ORANGE,ORANGE COUNTY ON TRACK,US,refuse,,,,,,,Programme social du comté d'Orange (US),registre public US
,Acciona SA,ACCIONA CONSTRUCCION SA,ES,attach,0.95,false,,,,,Filiale Acciona — dénomination du groupe,acciona.com · registres espagnols
,Acciona SA,ACCIONA INMOBILIARIA SL,ES,attach,0.95,false,,,,,Filiale Acciona — dénomination du groupe,acciona.com · registres espagnols
,Acciona SA,ACCIONA INDUSTRIAL SA,ES,attach,0.95,false,,,,,Filiale Acciona — dénomination du groupe,acciona.com · registres espagnols
,Acciona SA,ACCIONA SERVICIOS URBANOS SRL,ES,attach,0.95,false,,,,,Filiale Acciona — dénomination du groupe,acciona.com · registres espagnols
,Acciona SA,ACCIONA WINDPOWER SA,ES,attach,0.95,false,,,,,Filiale Acciona — dénomination du groupe,acciona.com · registres espagnols
,Acciona SA,ACCIONA ENERGIA SOLAR S.L.,ES,attach,0.95,false,,,,,Filiale Acciona — dénomination du groupe,acciona.com · registres espagnols
,Acciona SA,"ACCIONA BIOCOMBUSTIBLES, S.A.",ES,attach,0.95,false,,,,,Filiale Acciona — dénomination du groupe,acciona.com · registres espagnols
,Acciona SA,ACCIONA TECNOLOGIA Y SERVICIOS SL,ES,attach,0.95,false,,,,,Filiale Acciona — dénomination du groupe,acciona.com · registres espagnols
,Acciona SA,ACCIONA ESCO SL,ES,attach,0.95,false,,,,,Filiale Acciona — dénomination du groupe,acciona.com · registres espagnols
,Carl Zeiss AG,CARL ZEISS SMT GMBH,DE,attach,0.95,false,,,,,Filiale Carl Zeiss — dénomination du groupe,zeiss.com · registres nationaux
,Carl Zeiss AG,Carl Zeiss SMT GmbH,DE,attach,0.95,false,,,,,Filiale Carl Zeiss — dénomination du groupe,zeiss.com · registres nationaux
,Carl Zeiss AG,CARL ZEISS SMS LTD,IL,attach,0.95,false,,,,,Filiale Carl Zeiss — dénomination du groupe,zeiss.com · registres nationaux
,Carl Zeiss AG,CARL ZEISS OPTRONICS GMBH,DE,attach,0.95,false,,,,,Filiale Carl Zeiss — dénomination du groupe,zeiss.com · registres nationaux
,Carl Zeiss AG,CARL ZEISS SMS GMBH,DE,attach,0.95,false,,,,,Filiale Carl Zeiss — dénomination du groupe,zeiss.com · registres nationaux
,Carl Zeiss AG,CARL ZEISS SMT AG,DE,attach,0.95,false,,,,,Filiale Carl Zeiss — dénomination du groupe,zeiss.com · registres nationaux
,Carl Zeiss AG,CARL ZEISS AB,SE,attach,0.95,false,,,,,Filiale Carl Zeiss — dénomination du groupe,zeiss.com · registres nationaux
,Carl Zeiss AG,CARL ZEISS SPECTROSCOPY GMBH,DE,attach,0.95,false,,,,,Filiale Carl Zeiss — dénomination du groupe,zeiss.com · registres nationaux
,Carl Zeiss AG,CARL ZEISS IBERIA,ES,attach,0.95,false,,,,,Filiale Carl Zeiss — dénomination du groupe,zeiss.com · registres nationaux
,Carl Zeiss AG,Carl Zeiss Microscopy Deutschland GmbH,DE,attach,0.95,false,,,,,Filiale Carl Zeiss — dénomination du groupe,zeiss.com · registres nationaux
,Carl Zeiss AG,CARL ZEISS NTS GMBH,DE,attach,0.95,false,,,,,Filiale Carl Zeiss — dénomination du groupe,zeiss.com · registres nationaux
,Carl Zeiss AG,CARL ZEISS MICROSCOPY LLC,US,attach,0.95,false,,,,,Filiale Carl Zeiss — dénomination du groupe,zeiss.com · registres nationaux
,HONEYWELL INTERNATIONAL INC.,HONEYWELL INTERNATIONAL SRO,CZ,attach,0.9,false,,,,,Filiale Honeywell — dénomination du groupe,honeywell.com
,ArcelorMittal,ARCELORMITTAL MAIZIERES RESEARCH,FR,attach,0.95,false,,,,,Filiale ArcelorMittal — dénomination du groupe,arcelormittal.com · registres nationaux
,ArcelorMittal,ARCELORMITTAL INNOVACION INVESTIGACION E INVERSION SL,ES,attach,0.95,false,,,,,Filiale ArcelorMittal — dénomination du groupe,arcelormittal.com · registres nationaux
,ArcelorMittal,ARCELORMITTAL FRANCE,FR,attach,0.95,false,,,,,Filiale ArcelorMittal — dénomination du groupe,arcelormittal.com · registres nationaux
,ArcelorMittal,ARCELORMITTAL SESTAO SL,ES,attach,0.95,false,,,,,Filiale ArcelorMittal — dénomination du groupe,arcelormittal.com · registres nationaux
,ArcelorMittal,ARCELORMITTAL ESPANA SA,ES,attach,0.95,false,,,,,Filiale ArcelorMittal — dénomination du groupe,arcelormittal.com · registres nationaux
,ArcelorMittal,ARCELORMITTAL BREMEN GMBH,DE,attach,0.95,false,,,,,Filiale ArcelorMittal — dénomination du groupe,arcelormittal.com · registres nationaux
,ArcelorMittal,ARCELORMITTAL BELVAL & DIFFERDANGE SA,LU,attach,0.95,false,,,,,Filiale ArcelorMittal — dénomination du groupe,arcelormittal.com · registres nationaux
,ArcelorMittal,ARCELORMITTAL BASQUE COUNTRY RESEARCH CENTRE AIE,ES,attach,0.95,false,,,,,Filiale ArcelorMittal — dénomination du groupe,arcelormittal.com · registres nationaux
,ArcelorMittal,ARCELORMITTAL TUBULAR PRODUCTS IASI SA,RO,attach,0.95,false,,,,,Filiale ArcelorMittal — dénomination du groupe,arcelormittal.com · registres nationaux
,ArcelorMittal,ARCELORMITTAL TUBULAR PRODUCTS ROMAN SA,RO,attach,0.95,false,,,,,Filiale ArcelorMittal — dénomination du groupe,arcelormittal.com · registres nationaux
,ArcelorMittal,ArcelorMittal Hamburg GmbH,DE,attach,0.95,false,,,,,Filiale ArcelorMittal — dénomination du groupe,arcelormittal.com · registres nationaux
,ArcelorMittal,ARCELORMITTAL PROJECTS EUROPE B.V.,NL,attach,0.95,false,,,,,Filiale ArcelorMittal — dénomination du groupe,arcelormittal.com · registres nationaux
,ArcelorMittal,ARCELORMITTAL OLABERRIA-BERGARA SL,ES,attach,0.95,false,,,,,Filiale ArcelorMittal — dénomination du groupe,arcelormittal.com · registres nationaux
,ArcelorMittal,ARCELORMITTAL TUBULAR PRODUCTS LEGUTIO SA,ES,attach,0.95,false,,,,,Filiale ArcelorMittal — dénomination du groupe,arcelormittal.com · registres nationaux
,ArcelorMittal,ARCELORMITTAL MEDITERRANEE,FR,attach,0.95,false,,,,,Filiale ArcelorMittal — dénomination du groupe,arcelormittal.com · registres nationaux
,ArcelorMittal,ARCELORMITTAL ACERALIA BASQUE HOLDING SOCIEDAD LIMITADA,ES,attach,0.95,false,,,,,Filiale ArcelorMittal — dénomination du groupe,arcelormittal.com · registres nationaux
,ENEL - SPA,ENEL GREEN POWER SPA,IT,attach,0.95,false,,,,,Filiale Enel — dénomination du groupe,enel.com · registres italiens
,ENEL - SPA,ENEL X SRL,IT,attach,0.95,false,,,,,Filiale Enel — dénomination du groupe,enel.com · registres italiens
,ENEL - SPA,ENEL PRODUZIONE SPA,IT,attach,0.95,false,,,,,Filiale Enel — dénomination du groupe,enel.com · registres italiens
,ENEL - SPA,Enel Ingegneria e Innovazione SpA,IT,attach,0.95,false,,,,,Filiale Enel — dénomination du groupe,enel.com · registres italiens
,ENEL - SPA,ENEL GLOBAL TRADING SPA,IT,attach,0.95,false,,,,,Filiale Enel — dénomination du groupe,enel.com · registres italiens
,ENEL - SPA,ENEL ENERGIA SPA,IT,attach,0.95,false,,,,,Filiale Enel — dénomination du groupe,enel.com · registres italiens
,ENEL - SPA,ENEL.SI SRL,IT,attach,0.95,false,,,,,Filiale Enel — dénomination du groupe,enel.com · registres italiens
,ENEL - SPA,ENEL X WAY SRL,IT,attach,0.95,false,,,,,Filiale Enel — dénomination du groupe,enel.com · registres italiens
,ENEL - SPA,ENEL DISTRIBUTIE DOBROGEA SA,RO,attach,0.95,false,,,,,Filiale Enel — dénomination du groupe,enel.com · registres italiens
,ENEL - SPA,ENEL X WAY ITALIA SRL,IT,attach,0.95,false,,,,,Filiale Enel — dénomination du groupe,enel.com · registres italiens
,ENEL - SPA,ENEL X ITALIA SRL,IT,attach,0.95,false,,,,,Filiale Enel — dénomination du groupe,enel.com · registres italiens
,ENEL - SPA,ENEL GLOBAL SERVICES SRL,IT,attach,0.95,false,,,,,Filiale Enel — dénomination du groupe,enel.com · registres italiens
,ENEL - SPA,ENEL ITALIA SPA,IT,attach,0.95,false,,,,,Filiale Enel — dénomination du groupe,enel.com · registres italiens
,ENEL - SPA,ENEL GLOBAL THERMAL GENERATION SRL,IT,attach,0.95,false,,,,,Filiale Enel — dénomination du groupe,enel.com · registres italiens
,ENEL - SPA,ENEL GREEN POWER ITALIA SRL,IT,attach,0.95,false,,,,,Filiale Enel — dénomination du groupe,enel.com · registres italiens
,ICON Plc,"ICON GOVERNMENT AND PUBLIC HEALTH SOLUTIONS, INC.",US,attach,0.85,false,,,,,Branche « government & public health » d'ICON plc aux États-Unis,iconplc.com
,ICON Plc,ICON TECHNOLOGY &  PROCESS CONSULTING LIMITED,GB,refuse,,,,,,,Conseil en procédés britannique sans lien avec ICON plc,registre UK
,ICON Plc,ICON LIFESAVER LIMITED,GB,refuse,,,,,,,Fabricant britannique de purification d'eau sans lien avec ICON plc,iconlifesaver.com
,ICON Plc,ICON STUDIOS LTD,MT,refuse,,,,,,,Studio créatif maltais sans lien avec le CRO ICON plc,registre maltais
,ICON Plc,ICON PHOTONICS,FR,refuse,,,,,,,PME photonique française sans lien avec ICON plc,registre français
,ICON Plc,ICON CLINICAL RESEARCH,FR,attach,0.9,false,,,,,Entité de recherche clinique du CRO ICON plc,iconplc.com
,ICON Plc,Icon International Services Limited,GB,refuse,,,,,,,Services britanniques sans lien avec ICON plc,registre UK
,ICON Plc,ICON CLINICAL RESEARCH (U.K.) LIMITED,GB,attach,0.9,false,,,,,Entité de recherche clinique du CRO ICON plc,iconplc.com
,ICON Plc,ICON CLINICAL RESEARCH GMBH,DE,attach,0.9,false,,,,,Entité de recherche clinique du CRO ICON plc,iconplc.com
,ICON Plc,ICON-INSTITUTE GMBH & CO. KG CONSULTING GRUPPE,DE,refuse,,,,,,,Cabinet de conseil allemand sans lien avec ICON plc,icon-institute.de
,ICON Plc,ICON CLINICAL RESEARCH SRO,CZ,attach,0.9,false,,,,,Entité de recherche clinique du CRO ICON plc,iconplc.com
,ICON Plc,ICON CLINICAL RESEARCH ISRAEL LTD,IL,attach,0.9,false,,,,,Entité de recherche clinique du CRO ICON plc,iconplc.com
,ICON Plc,ICON ANKARA KLINIK ARASTIRMA DIS TICARET ANONIM SIRKETI,TR,attach,0.85,false,,,,,Entité turque de recherche clinique d'ICON plc,iconplc.com
,ICON Plc,ICON TECHNOLOGY SYSTEMS LTD,GB,refuse,,,,,,,Société technologique britannique sans lien avec ICON plc,registre UK
,ICON Plc,"ICON INTERVENTIONAL SYSTEMS, INC.",US,refuse,,,,,,,Dispositifs médicaux américains sans lien avec le CRO ICON plc,registre public US
,VALEO,VALEO ELECTRIFICATION SASAS,FR,attach,0.95,false,,,,,Filiale Valeo — dénomination du groupe,valeo.com · registres nationaux
,VALEO,VALEO COMFORT AND DRIVING ASSISTANCE,FR,attach,0.95,false,,,,,Filiale Valeo — dénomination du groupe,valeo.com · registres nationaux
,VALEO,VALEO EQUIPEMENTS ELECTRIQUES MOTEUR SAS,FR,attach,0.95,false,,,,,Filiale Valeo — dénomination du groupe,valeo.com · registres nationaux
,VALEO,VALEO SYSTEMES THERMIQUES SAS,FR,attach,0.95,false,,,,,Filiale Valeo — dénomination du groupe,valeo.com · registres nationaux
,VALEO,VALEO VISION SAS,FR,attach,0.95,false,,,,,Filiale Valeo — dénomination du groupe,valeo.com · registres nationaux
,VALEO,VALEO EMBRAYAGES SAS,FR,attach,0.95,false,,,,,Filiale Valeo — dénomination du groupe,valeo.com · registres nationaux
,VALEO,VALEO KLIMASYSTEME GMBH,DE,attach,0.95,false,,,,,Filiale Valeo — dénomination du groupe,valeo.com · registres nationaux
,VALEO,VALEO AUTOKLIMATIZACE K.S.,CZ,attach,0.95,false,,,,,Filiale Valeo — dénomination du groupe,valeo.com · registres nationaux
,VALEO,VALEO TELEMATIK UND AKUSTIK GMBH,DE,attach,0.95,false,,,,,Filiale Valeo — dénomination du groupe,valeo.com · registres nationaux
,VALEO,VALEO MANAGEMENT SERVICES,FR,attach,0.95,false,,,,,Filiale Valeo — dénomination du groupe,valeo.com · registres nationaux
,VALEO,VALEO AIR MANAGEMENT UK LTD,GB,attach,0.95,false,,,,,Filiale Valeo — dénomination du groupe,valeo.com · registres nationaux
,INTEL CORPORATION,INTEL RESEARCH AND INNOVATION IRELAND LIMITED,IE,attach,0.9,false,,,,,Filiale Intel — dénomination du groupe,intel.com · registres nationaux
,INTEL CORPORATION,INTEL CORPORATION SAS,FR,attach,0.9,false,,,,,Filiale Intel — dénomination du groupe,intel.com · registres nationaux
,INTEL CORPORATION,INTEL GMBH,DE,attach,0.9,false,,,,,Filiale Intel — dénomination du groupe,intel.com · registres nationaux
,INTEL CORPORATION,INTEL CORPORATION,BE,attach,0.9,false,,,,,Filiale Intel — dénomination du groupe,intel.com · registres nationaux
,INTEL CORPORATION,INTEL MOBILE COMMUNICATIONS FRANCE,FR,attach,0.9,false,,,,,Filiale Intel — dénomination du groupe,intel.com · registres nationaux
,INTEL CORPORATION,INTEL TECHNOLOGY POLAND SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,PL,attach,0.9,false,,,,,Filiale Intel — dénomination du groupe,intel.com · registres nationaux
,INTEL CORPORATION,INTEL BENELUX BV,NL,attach,0.9,false,,,,,Filiale Intel — dénomination du groupe,intel.com · registres nationaux
,INTEL CORPORATION,INTEL SOFTWARE DEVELOPMENT SRL,RO,attach,0.9,false,,,,,Filiale Intel — dénomination du groupe,intel.com · registres nationaux
,INTEL CORPORATION,INTEL ISRAEL (74) LTD,IL,attach,0.9,false,,,,,Filiale Intel — dénomination du groupe,intel.com · registres nationaux
,INTEL CORPORATION,INTEL ELECTRONICS LTD,IL,attach,0.9,false,,,,,Filiale Intel — dénomination du groupe,intel.com · registres nationaux
,INTEL CORPORATION,INTEL CORPORATION ITALIA SPA,IT,attach,0.9,false,,,,,Filiale Intel — dénomination du groupe,intel.com · registres nationaux
,INTEL CORPORATION,Intel Corporation,US,attach,0.9,false,,,,,Filiale Intel — dénomination du groupe,intel.com · registres nationaux
,Siemens Energy AG,SIEMENS ENERGY BV,NL,attach,0.9,false,,,,,Filiale Siemens Energy — dénomination du groupe (société cotée distincte de Siemens AG depuis 2020),siemens-energy.com
,Siemens Energy AG,SIEMENS ENERGY SAS,FR,attach,0.9,false,,,,,Filiale Siemens Energy — dénomination du groupe (société cotée distincte de Siemens AG depuis 2020),siemens-energy.com
,Siemens Energy AG,SIEMENS ENERGY AUSTRIA GMBH,AT,attach,0.9,false,,,,,Filiale Siemens Energy — dénomination du groupe (société cotée distincte de Siemens AG depuis 2020),siemens-energy.com
,Siemens Energy AG,SIEMENS ENERGY UNIPESSOAL LDA,PT,attach,0.9,false,,,,,Filiale Siemens Energy — dénomination du groupe (société cotée distincte de Siemens AG depuis 2020),siemens-energy.com
,Siemens Energy AG,SIEMENS ENERGY SRL,IT,attach,0.9,false,,,,,Filiale Siemens Energy — dénomination du groupe (société cotée distincte de Siemens AG depuis 2020),siemens-energy.com
,ABB Ltd,ABB E-MOBILITY BV,NL,attach,0.9,false,,,,,Filiale ABB — dénomination du groupe,global.abb · registres nationaux
,ABB Ltd,ABB OF ASEA BROWN BOVERI,BE,attach,0.85,false,,,,,Dénomination historique ABB (Asea Brown Boveri),global.abb
,ABB Ltd,ABB SPA,IT,attach,0.9,false,,,,,Filiale ABB — dénomination du groupe,global.abb · registres nationaux
,ABB Ltd,ABB SPZOO,PL,attach,0.9,false,,,,,Filiale ABB — dénomination du groupe,global.abb · registres nationaux
,ABB Ltd,ABB BUSINESS SERVICE SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,PL,attach,0.9,false,,,,,Filiale ABB — dénomination du groupe,global.abb · registres nationaux
,ABB Ltd,ABB EMOBILITY DIGITAL VENTURE GMBH,DE,attach,0.9,false,,,,,Filiale ABB — dénomination du groupe,global.abb · registres nationaux
,ABB Ltd,ABB INZENIRING DOO,SI,attach,0.9,false,,,,,Filiale ABB — dénomination du groupe,global.abb · registres nationaux
,ABB Ltd,ABB AUTOMATION GMBH,DE,attach,0.9,false,,,,,Filiale ABB — dénomination du groupe,global.abb · registres nationaux
,ABB Ltd,ABB SRO,CZ,attach,0.9,false,,,,,Filiale ABB — dénomination du groupe,global.abb · registres nationaux
,ABB Ltd,ABB SECHERON SA,CH,attach,0.9,false,,,,,Filiale ABB — dénomination du groupe,global.abb · registres nationaux
,ABB Ltd,ABB E-MOBILITY SPOLKA Z OGRANICZONAODPOWIEDZIALNOSCIA,PL,attach,0.9,false,,,,,Filiale ABB — dénomination du groupe,global.abb · registres nationaux
,ABB Ltd,ABB E-MOBILITY GMBH,DE,attach,0.9,false,,,,,Filiale ABB — dénomination du groupe,global.abb · registres nationaux
,ABB Ltd,ABB SA,CL,attach,0.9,false,,,,,Filiale ABB — dénomination du groupe,global.abb · registres nationaux
,HONEYWELL INTERNATIONAL INC.,HONEYWELL AEROSPACE,FR,attach,0.9,false,,,,,"Filiale du groupe Honeywell — rattachée à la TÊTE et non à Honeywell Aerospace Inc., qui est une entité intermédiaire du même ensemble",honeywell.com · GLEIF
,HONEYWELL INTERNATIONAL INC.,HONEYWELL AEROSPACE GMBH,DE,attach,0.9,false,,,,,"Filiale du groupe Honeywell — rattachée à la TÊTE et non à Honeywell Aerospace Inc., qui est une entité intermédiaire du même ensemble",honeywell.com · GLEIF
,THALES,THALES COMMUNICATION & SECURITE NUMERIQUES SA,FR,attach,0.9,false,,,,,"Gemalto acquise par Thales (avril 2019) — double appartenance : l'adhésion au groupe Gemalto Holding B.V. reste, celle-ci s'ajoute","thalesgroup.com (acquisition Gemalto, 2019)"
,THALES,THALES DIS FINLAND OY,FI,attach,0.9,false,,,,,"Gemalto acquise par Thales (avril 2019) — double appartenance : l'adhésion au groupe Gemalto Holding B.V. reste, celle-ci s'ajoute","thalesgroup.com (acquisition Gemalto, 2019)"
,Siemens Energy AG,SIEMENS GAMESA RENEWABLE ENERGY AS,DK,attach,0.9,false,,,2020-09-28,,"Siemens Gamesa détenue par Siemens Energy AG (majoritaire à la scission de 2020, 100 % depuis 2023) — jamais Siemens AG","siemens-energy.com (scission 2020, rachat SGRE 2023)"
,Siemens Energy AG,SIEMENS GAMESA RENEWABLE ENERGY SAS,FR,attach,0.9,false,,,2020-09-28,,"Siemens Gamesa détenue par Siemens Energy AG (majoritaire à la scission de 2020, 100 % depuis 2023) — jamais Siemens AG","siemens-energy.com (scission 2020, rachat SGRE 2023)"
,Siemens Energy AG,SIEMENS GAMESA RENEWABLE ENERGY DEUSTCHLAND GMBH,DE,attach,0.9,false,,,2020-09-28,,"Siemens Gamesa détenue par Siemens Energy AG (majoritaire à la scission de 2020, 100 % depuis 2023) — jamais Siemens AG","siemens-energy.com (scission 2020, rachat SGRE 2023)"
,Siemens Energy AG,SIEMENS ENERGY BV,NL,attach,0.95,false,,,,,Filiale néerlandaise de Siemens Energy AG (cotée à part depuis 2020),siemens-energy.com · registre néerlandais
,United Nations,"UNITED NATIONS FOUNDATION, INC.",US,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,UNITED NATIONS EDUCATIONAL SCIENTIFIC AND CULTURAL ORGANIZATION,FR,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,UNITED NATIONS ENVIRONMENT PROGRAMME,KE,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,UNITED NATIONS INSTITUTE FOR TRAINING AND RESEARCH,CH,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,UNITED NATIONS UNIVERSITY,JP,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,UNITED NATIONS HUMAN SETTLEMENTS PROGRAMME,KE,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,UNITED NATIONS INTERREGIONAL CRIME AND JUSTICE RESEARCH INSTITUTE,IT,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,UNITED NATIONS UNIVERSITY - Comparative Regional Integration Studies,BE,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
,United Nations,UNITED NATIONS HIGH COMMISSIONER FOR REFUGEES,CH,refuse,,,,,,,Le système onusien n'est pas un groupe consolidé (décision fondatrice 2026-08-04) — les agences restent des organisations,"décision produit, registre 2026-08-04"
